num_occlusions,MSE,STD
0.0,0.09177009761333466,4.828527977451813e-08
3.0,0.152944415807724,0.04159129038453102
6.0,0.18526780605316162,0.035711102187633514
9.0,0.23292748630046844,0.047697920352220535
12.0,0.28853118419647217,0.060466643422842026
15.0,0.35068613290786743,0.057968128472566605
18.0,0.46535176038742065,0.09918422996997833
21.0,0.4642012119293213,0.0784568265080452
24.0,0.5924715995788574,0.08389648050069809
27.0,0.6793473958969116,0.15677957236766815
30.0,0.78368079662323,0.13481317460536957
33.0,0.8519705533981323,0.0933680534362793
36.0,0.9378986358642578,0.12109524011611938
39.0,1.0740025043487549,0.12112107872962952
42.0,1.149911642074585,0.1234719529747963
45.0,1.261962652206421,0.13942889869213104
48.0,1.4195359945297241,0.12006430327892303
51.0,1.4108089208602905,0.1765778809785843
54.0,1.6231639385223389,0.15431824326515198
57.0,1.7904870510101318,0.19894178211688995
60.0,1.9250822067260742,0.2000361979007721
63.0,2.0881001949310303,0.16406600177288055
66.0,2.235536813735962,0.26916664838790894
69.0,2.3220181465148926,0.19170041382312775
72.0,2.4797847270965576,0.25333741307258606
75.0,2.740781784057617,0.1665944904088974
78.0,2.897336483001709,0.12350666522979736
81.0,3.1122679710388184,0.18147650361061096
84.0,3.2543671131134033,0.11183126270771027
87.0,3.3835346698760986,0.13430535793304443
90.0,3.5981757640838623,0.09406092017889023
93.0,3.770782470703125,0.07524148374795914
96.0,3.9561328887939453,0.004017677623778582
