num_occlusions,MSE,STD
0.0,0.5588244795799255,8.719408128854411e-08
3.0,0.5601284503936768,0.0012452502269297838
6.0,0.5628591775894165,0.0036768249701708555
9.0,0.5658422708511353,0.00419037276878953
12.0,0.5695936679840088,0.006100435741245747
15.0,0.5753013491630554,0.007498479448258877
18.0,0.5805412530899048,0.0088119525462389
21.0,0.5881541967391968,0.010958220809698105
24.0,0.5961690545082092,0.011843686923384666
27.0,0.6055940389633179,0.014920461922883987
30.0,0.6128303408622742,0.016672030091285706
33.0,0.6261307001113892,0.017588257789611816
36.0,0.6363549828529358,0.018913479521870613
39.0,0.6524519324302673,0.021156929433345795
42.0,0.6596674919128418,0.022844582796096802
45.0,0.6738452911376953,0.025585949420928955
48.0,0.6887920498847961,0.025262054055929184
51.0,0.7050732970237732,0.03041152097284794
54.0,0.7288486957550049,0.03018488921225071
57.0,0.7412304878234863,0.03439624607563019
60.0,0.7615662217140198,0.030358493328094482
63.0,0.7812740802764893,0.030003495514392853
66.0,0.8016470074653625,0.030611535534262657
69.0,0.8210585117340088,0.03090507723391056
72.0,0.8445776104927063,0.03191900998353958
75.0,0.8692520260810852,0.03536120057106018
78.0,0.898648738861084,0.032659921795129776
81.0,0.9166080355644226,0.029458964243531227
84.0,0.9482675790786743,0.02684849500656128
87.0,0.9725107550621033,0.028484858572483063
90.0,1.0004010200500488,0.01985691301524639
93.0,1.029941201210022,0.01755419746041298
96.0,1.0596208572387695,1.1920928955078125e-07
